Time(Iteration),EpsilonGreedyLinearBanditTheta
230,0.4412561982871427
231,0.4412883299528841
232,0.4411578750520445
233,0.43932545820598
234,0.43375631649135943
235,0.4344928645150078
236,0.43446562232315744
237,0.4344746396515934
238,0.422488489307713
239,0.4214714245570028
240,0.41981889471391104
241,0.4198388998767393
242,0.4198560334395444
243,0.4187760769544502
244,0.4183039575322005
245,0.4176661864636212
246,0.4177836432859074
247,0.41801054267073434
248,0.419788958457781
249,0.41671011474542174
250,0.4167847560157879
251,0.4167821037038769
252,0.41686114663075297
253,0.4169029844358511
254,0.42201804322732156
255,0.42189809782939125
256,0.4213814714353597
257,0.40911032837135625
258,0.4091604114290429
259,0.407644640981891
260,0.4074696793635052
261,0.40718102216964613
262,0.4071235725527186
263,0.40623889799043217
264,0.40609579074854213
265,0.4060113415747166
266,0.40600471938676747
267,0.406240459696944
268,0.4065626907668595
269,0.4065911042718929
270,0.40751798438698916
271,0.41023955717739763
272,0.41023604736975183
273,0.41014787754560256
274,0.409678332181996
275,0.41212312591187644
276,0.4112346186381103
277,0.41068247223554
278,0.4114735705162372
279,0.4125429675505739
280,0.41232891367928753
281,0.41235075168014956
282,0.41234669024611026
283,0.4009239818782304
284,0.4004446464859142
285,0.4003764027290345
286,0.4004378143386047
287,0.40050613856039047
288,0.4003060832542384
289,0.4007227649228978
290,0.400639303234969
291,0.4005804139007584
292,0.40055696925648404
293,0.39945606795760785
294,0.3994201632700594
295,0.3995004477873649
296,0.39949525530887303
297,0.39663766281107204
298,0.3964238045531353
299,0.3964287153368905
300,0.3982308763749127
301,0.3985857065434539
302,0.3985964334916269
303,0.39813307069330656
304,0.3986080288125083
305,0.39711523945630745
306,0.3967857742677009
307,0.39697874734045074
308,0.3951110263485467
309,0.39415752342594246
310,0.3941590615136552
311,0.3939482796312005
312,0.39003933748094366
313,0.3897337665221804
314,0.3894258344037954
315,0.38942616590504564
316,0.38943577758663156
317,0.38950373704082886
318,0.3876566560895323
319,0.38786402248143104
320,0.3878744353982523
321,0.38743153779131734
322,0.38746017383474823
323,0.387447148708241
324,0.3878239896826796
325,0.3879082765182505
326,0.38812162848855114
327,0.3881190295173062
328,0.3845966771090547
329,0.3840418273308162
330,0.38404688640603224
331,0.3840264512183241
332,0.38179731705852843
333,0.3818122302572914
334,0.38184013025725577
335,0.38182692591783407
336,0.38050734068834713
337,0.3815811244639419
338,0.3816527975461488
339,0.381658290332587
340,0.38189259195892267
341,0.38193455745919697
342,0.3819391844166738
343,0.38199488697175726
344,0.3819249653649366
345,0.38191422788540474
346,0.38152234267707524
347,0.38187403188266733
348,0.3819328472478173
349,0.3819264729268851
350,0.38100330297212764
351,0.3810044127473952
352,0.38087736592906446
353,0.3811642565622324
354,0.3837794550306465
355,0.3836864113360347
356,0.3827125076244802
357,0.3826404138001467
358,0.3826364225292812
359,0.38268431193351893
360,0.3824308204533633
361,0.38059780927606457
362,0.3805983037765482
363,0.380598553171907
364,0.3805623233183024
365,0.38051850513319596
366,0.38041157942147386
367,0.3804003412664757
368,0.3804037125456676
369,0.379793617695793
370,0.3801304365474675
371,0.3801385775203573
372,0.38013947225017775
373,0.3794805681641132
374,0.37943516339637423
375,0.3799167219917271
376,0.37991350159990034
377,0.37991098185533156
378,0.379094607574041
379,0.37961880578851226
380,0.3790968557582441
381,0.37998764378326755
382,0.3798953293203913
383,0.37989325777380367
384,0.3795676413883503
385,0.37974306056900586
386,0.37898783082787874
387,0.3788661533318244
388,0.3785070762616723
389,0.3785077809672945
390,0.37785861531223264
391,0.3780848583179121
392,0.37436966229076285
393,0.37432793555004934
394,0.37420994126289575
395,0.37421233283839095
396,0.37424511222280454
397,0.36597945462956344
398,0.36589228252934836
399,0.36614687978849303
400,0.3661433125718259
401,0.36614239955291666
402,0.36558333643806923
403,0.36510896968719353
